Date,Close
2021-09-22,77.80999755859375
2021-09-23,78.69999694824219
2021-09-24,78.62999725341797
2021-09-27,78.68000030517578
2021-09-28,77.05000305175781
2021-09-29,77.08999633789062
2021-09-30,76.5999984741211
2021-10-01,77.0999984741211
2021-10-04,75.83000183105469
2021-10-05,77.08000183105469
2021-10-06,76.94999694824219
2021-10-07,78.04000091552734
2021-10-08,77.9000015258789
2021-10-11,77.55000305175781
2021-10-12,77.0999984741211
2021-10-13,77.1500015258789
2021-10-14,78.5
2021-10-15,79.30000305175781
2021-10-18,79.2699966430664
2021-10-19,79.9800033569336
2021-10-20,80.30000305175781
2021-10-21,80.55999755859375
2021-10-22,80.5
2021-10-25,80.9000015258789
2021-10-26,81.19000244140625
2021-10-27,80.91000366210938
2021-10-28,81.41999816894531
2021-10-29,81.72000122070312
2021-11-01,81.83000183105469
2021-11-03,82.36000061035156
2021-11-04,82.98999786376953
2021-11-05,83.44999694824219
2021-11-08,83.55000305175781
2021-11-09,83.16000366210938
2021-11-10,82.56999969482422
2021-11-11,82.75
2021-11-12,83.19999694824219
2021-11-16,83.8499984741211
2021-11-17,83.62000274658203
2021-11-18,83.69999694824219
2021-11-19,83.77999877929688
2021-11-22,83.93000030517578
2021-11-23,83.47000122070312
2021-11-24,83.95999908447266
2021-11-25,87.0
2021-11-26,82.54000091552734
2021-11-29,83.4000015258789
2021-11-30,81.73999786376953
2021-12-01,81.87000274658203
2021-12-02,82.0
2021-12-03,80.80000305175781
2021-12-06,82.25
2021-12-07,83.61000061035156
2021-12-08,84.0999984741211
2021-12-09,83.6500015258789
2021-12-10,84.1500015258789
2021-12-13,83.68000030517578
2021-12-14,82.87000274658203
2021-12-15,84.12999725341797
2021-12-16,83.69999694824219
2021-12-17,83.2699966430664
2021-12-20,81.87000274658203
2021-12-21,83.18000030517578
2021-12-22,84.0
2021-12-23,84.8499984741211
2021-12-24,85.0999984741211
2021-12-27,85.69999694824219
2021-12-28,85.70999908447266
2021-12-29,85.9000015258789
2021-12-30,85.98999786376953
2021-12-31,85.77999877929688
2022-01-03,85.94000244140625
2022-01-04,85.72000122070312
2022-01-05,84.30999755859375
2022-01-06,84.0
2022-01-07,83.72000122070312
2022-01-10,82.62000274658203
2022-01-11,84.16999816894531
2022-01-12,84.55999755859375
2022-01-13,84.0
2022-01-14,83.48999786376953
2022-01-17,84.4000015258789
2022-01-18,81.91999816894531
2022-01-19,81.30000305175781
2022-01-20,80.19999694824219
2022-01-21,79.13999938964844
2022-01-24,77.5
2022-01-25,78.4000015258789
2022-01-26,77.77999877929688
2022-01-27,77.6500015258789
2022-01-28,78.94999694824219
2022-01-31,80.5
2022-02-01,81.37000274658203
2022-02-02,82.29000091552734
2022-02-03,80.4000015258789
2022-02-04,81.0199966430664
2022-02-08,80.83000183105469
2022-02-09,82.33000183105469
2022-02-10,80.62999725341797
2022-02-11,79.37000274658203
2022-02-14,79.2300033569336
2022-02-15,80.3499984741211
2022-02-16,80.08000183105469
2022-02-17,79.02999877929688
2022-02-18,78.23999786376953
2022-02-21,78.37000274658203
2022-02-22,77.41999816894531
2022-02-23,76.2699966430664
2022-02-24,77.3499984741211
2022-02-25,78.83000183105469
2022-02-28,78.0
2022-03-01,77.38999938964844
2022-03-02,79.06999969482422
2022-03-03,78.98999786376953
2022-03-04,77.58999633789062
2022-03-07,75.73999786376953
2022-03-08,75.25
2022-03-09,77.30000305175781
2022-03-10,76.72000122070312
2022-03-11,76.0
2022-03-14,75.12999725341797
2022-03-15,77.11000061035156
2022-03-16,78.23999786376953
2022-03-17,78.83999633789062
2022-03-18,80.51000213623047
2022-03-22,81.5
2022-03-23,80.6500015258789
2022-03-24,81.47000122070312
2022-03-25,81.58999633789062
2022-03-28,82.25
2022-03-29,83.56999969482422
2022-03-30,81.88999938964844
2022-03-31,82.27999877929688
2022-04-01,81.9000015258789
2022-04-04,81.5999984741211
2022-04-05,80.66999816894531
2022-04-06,80.06999969482422
2022-04-07,80.68000030517578
2022-04-08,80.73999786376953
2022-04-11,78.98999786376953
2022-04-12,78.97000122070312
2022-04-13,79.52999877929688
2022-04-18,78.45999908447266
2022-04-19,79.9800033569336
2022-04-20,80.0
2022-04-21,79.0199966430664
2022-04-22,77.22000122070312
2022-04-25,76.5999984741211
2022-04-26,75.06999969482422
2022-04-27,75.12000274658203
2022-04-28,77.19999694824219
2022-04-29,74.05999755859375
2022-05-03,75.30000305175781
2022-05-04,76.9800033569336
2022-05-05,73.8499984741211
2022-05-06,74.13999938964844
2022-05-09,72.19000244140625
2022-05-10,71.9800033569336
2022-05-11,70.69999694824219
2022-05-12,70.47000122070312
2022-05-13,72.37000274658203
2022-05-16,72.33000183105469
2022-05-17,73.6500015258789
2022-05-18,70.83999633789062
2022-05-19,70.58999633789062
2022-05-20,70.04000091552734
2022-05-23,71.7300033569336
2022-05-24,71.44999694824219
2022-05-25,72.08000183105469
2022-05-26,73.45999908447266
2022-05-27,75.0
2022-05-30,75.0
2022-05-31,74.87999725341797
2022-06-01,74.61000061035156
2022-06-02,75.01000213623047
2022-06-03,73.88999938964844
2022-06-06,74.04000091552734
2022-06-07,74.9800033569336
2022-06-08,74.16999816894531
2022-06-09,72.83000183105469
2022-06-10,70.62999725341797
2022-06-13,67.19999694824219
2022-06-14,66.79000091552734
2022-06-15,68.37999725341797
2022-06-16,65.80999755859375
2022-06-17,66.47000122070312
2022-06-20,66.66000366210938
2022-06-21,67.83999633789062
2022-06-22,67.9000015258789
2022-06-23,68.5
2022-06-24,70.44999694824219
2022-06-27,70.37000274658203
2022-06-28,68.98999786376953
2022-06-29,68.86000061035156
2022-06-30,68.41000366210938
2022-07-01,69.16000366210938
2022-07-04,68.98999786376953
2022-07-05,69.05999755859375
2022-07-06,69.91000366210938
2022-07-07,70.5199966430664
2022-07-08,70.80000305175781
2022-07-11,69.63999938964844
2022-07-12,69.0199966430664
2022-07-13,68.97000122070312
2022-07-14,68.45999908447266
2022-07-15,69.94999694824219
2022-07-18,69.91000366210938
2022-07-19,71.2699966430664
2022-07-20,71.94000244140625
2022-07-21,72.36000061035156
2022-07-22,72.06999969482422
2022-07-25,71.6500015258789
2022-07-26,71.0999984741211
2022-07-27,73.0
2022-07-28,73.77999877929688
2022-07-29,75.2300033569336
2022-08-01,74.8499984741211
2022-08-02,74.54000091552734
2022-08-03,75.76000213623047
2022-08-04,75.5
2022-08-05,75.38999938964844
2022-08-08,75.25
2022-08-09,75.08000183105469
2022-08-10,76.4000015258789
2022-08-11,76.48999786376953
2022-08-12,77.58999633789062
2022-08-15,78.25
2022-08-16,78.41999816894531
2022-08-17,77.87999725341797
2022-08-18,78.0
2022-08-19,77.12999725341797
2022-08-22,75.58999633789062
2022-08-23,75.38999938964844
2022-08-24,75.52999877929688
2022-08-25,76.27999877929688
2022-08-26,74.72000122070312
2022-08-29,73.95999908447266
2022-08-30,72.77999877929688
2022-08-31,72.70999908447266
2022-09-01,72.26000213623047
2022-09-02,72.16999816894531
2022-09-06,72.19000244140625
2022-09-07,72.88999938964844
2022-09-08,73.31999969482422
2022-09-09,74.63999938964844
2022-09-12,75.30000305175781
2022-09-13,72.19000244140625
2022-09-14,72.27999877929688
2022-09-15,71.72000122070312
2022-09-19,71.63999938964844
2022-09-20,71.08000183105469
2022-09-21,69.93000030517578
2022-09-22,69.54000091552734
2022-09-23,68.06999969482422
2022-09-26,67.41999816894531
2022-09-27,66.87999725341797
2022-09-28,68.19000244140625
2022-09-29,67.08000183105469
2022-09-30,66.36000061035156
2022-10-03,67.86000061035156
2022-10-04,69.69000244140625
2022-10-05,70.0
2022-10-06,69.33999633789062
2022-10-07,67.02999877929688
2022-10-10,66.69999694824219
2022-10-11,66.94999694824219
2022-10-12,65.48999786376953
2022-10-13,67.51000213623047
2022-10-14,66.41999816894531
2022-10-17,67.93000030517578
2022-10-18,69.0
2022-10-19,68.0999984741211
2022-10-20,67.56999969482422
2022-10-21,69.38999938964844
2022-10-24,70.22000122070312
2022-10-25,71.27999877929688
2022-10-26,70.93000030517578
2022-10-27,70.70999908447266
2022-10-28,71.91999816894531
2022-10-31,71.75
2022-11-01,71.31999969482422
2022-11-03,68.79000091552734
2022-11-04,68.69000244140625
2022-11-07,70.0999984741211
2022-11-08,70.7300033569336
2022-11-09,69.05000305175781
2022-11-10,72.70999908447266
2022-11-11,73.68000030517578
2022-11-14,73.31999969482422
2022-11-15,73.63999938964844
2022-11-16,73.16000366210938
2022-11-17,72.55000305175781
2022-11-18,73.06999969482422
2022-11-22,73.87000274658203
2022-11-23,74.5
2022-11-24,74.0
2022-11-25,74.62000274658203
2022-11-28,73.58999633789062
2022-11-29,73.22000122070312
2022-11-30,73.9000015258789
2022-12-01,75.48999786376953
2022-12-02,74.55000305175781
2022-12-05,73.47000122070312
2022-12-06,72.70999908447266
2022-12-07,72.26000213623047
2022-12-08,72.79000091552734
2022-12-09,72.45999908447266
2022-12-13,73.55000305175781
2022-12-14,73.5199966430664
2022-12-15,71.5999984741211
2022-12-16,70.93000030517578
2022-12-19,70.0
2022-12-20,70.44999694824219
2022-12-21,70.83999633789062
2022-12-22,70.26000213623047
2022-12-23,70.62000274658203
2022-12-27,70.97000122070312
2022-12-28,69.75
2022-12-29,71.0999984741211
2022-12-30,70.56999969482422
2023-01-03,70.3499984741211
2023-01-04,70.7699966430664
2023-01-05,70.33999633789062
2023-01-06,72.0
2023-01-09,72.1500015258789
2023-01-10,72.30000305175781
2023-01-11,73.0999984741211
2023-01-12,73.69000244140625
2023-01-13,73.91999816894531
2023-01-16,73.93000030517578
2023-01-17,73.76000213623047
2023-01-18,72.80000305175781
2023-01-19,72.51000213623047
2023-01-20,73.26000213623047
2023-01-23,74.62999725341797
2023-01-24,74.16999816894531
2023-01-25,74.22000122070312
2023-01-26,75.0
2023-01-27,75.62000274658203
2023-01-30,74.51000213623047
2023-01-31,75.16999816894531
2023-02-01,76.43000030517578
2023-02-02,76.66999816894531
2023-02-03,76.12000274658203
2023-02-07,76.54000091552734
2023-02-08,75.80999755859375
2023-02-09,75.06999969482422
2023-02-10,75.29000091552734
2023-02-13,76.04000091552734
2023-02-14,76.3499984741211
2023-02-15,76.33999633789062
2023-02-16,75.72000122070312
2023-02-17,75.18000030517578
2023-02-20,74.43000030517578
2023-02-21,74.0199966430664
